world_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
2080.390741,0,0.7961948527868681,0.5836474140444179,0.3585501510595819,2080.389914-0 2080.391568-1,,,,,,,,,,,,,,,
2080.394941,0,0.7826454383957886,0.5838949593603142,0.3574074704110082,2080.398314-0 2080.391568-1,,,,,,,,,,,,,,,
2080.399141,0,0.8253615906673286,0.5838053675238462,0.3569026798729962,2080.398314-0 2080.399968-1,,,,,,,,,,,,,,,
2080.4033405,0,0.9169792134715522,0.5836988230109255,0.35967714435895215,2080.406713-0 2080.399968-1,,,,,,,,,,,,,,,
2080.4075405,1,0.7313135529913679,0.583391708040301,0.3606337578856966,2080.406713-0 2080.408368-1,,,,,,,,,,,,,,,
2080.4117404999997,1,0.736594007262277,0.5835113874035402,0.3599901756924162,2080.415113-0 2080.408368-1,,,,,,,,,,,,,,,
2080.415941,1,0.8447671514417496,0.5845052581343351,0.35824669228983064,2080.415113-0 2080.416769-1,,,,,,,,,,,,,,,
2080.420141,1,0.8534393580378825,0.5846539947178926,0.35836324762236815,2080.423513-0 2080.416769-1,,,,,,,,,,,,,,,
2080.424341,1,0.884217885095876,0.5840519386200387,0.3598631411241988,2080.423513-0 2080.425169-1,,,,,,,,,,,,,,,
2080.428541,1,0.8780805820869564,0.5842914304019029,0.3604178752868967,2080.431913-0 2080.425169-1,,,,,,,,,,,,,,,
2080.4327409999996,1,0.8467961893362634,0.5847634849004686,0.35932143388407844,2080.431913-0 2080.433569-1,,,,,,,,,,,,,,,
2080.436941,1,0.8136767181794347,0.5845591657677194,0.35878848144844255,2080.440313-0 2080.433569-1,,,,,,,,,,,,,,,
2080.4411410000002,2,0.8738507547900631,0.584749151987549,0.35848524004812377,2080.440313-0 2080.441969-1,,,,,,,,,,,,,,,
2080.4453405,2,0.8441107641090784,0.5845723648348853,0.35862738604154587,2080.448712-0 2080.441969-1,,,,,,,,,,,,,,,
2080.4495405,2,0.7708249663161364,0.583918945668467,0.3598454820834043,2080.448712-0 2080.450369-1,,,,,,,,,,,,,,,
2080.4537405,2,0.794331500628694,0.5844404415128157,0.35974623534223404,2080.457112-0 2080.450369-1,,,,,,,,,,,,,,,
2080.4579405,2,0.7864610081745291,0.5855907261851441,0.356977603045592,2080.457112-0 2080.458769-1,,,,,,,,,,,,,,,
2080.4621405,2,0.7258321174804416,0.5856332810935954,0.3575571797172572,2080.465512-0 2080.458769-1,,,,,,,,,,,,,,,
2080.4663410000003,2,0.7743077872979822,0.585261215043891,0.3587233326568602,2080.465512-0 2080.46717-1,,,,,,,,,,,,,,,
2080.4705409999997,2,0.8659151744624505,0.5855082615006266,0.3584404972606703,2080.473912-0 2080.46717-1,,,,,,,,,,,,,,,
2080.474741,3,0.852150299768176,0.5851279285439344,0.35919318482157525,2080.473912-0 2080.47557-1,,,,,,,,,,,,,,,
2080.4789410000003,3,0.8313876044347746,0.5850210977794437,0.3599308310406615,2080.482312-0 2080.47557-1,,,,,,,,,,,,,,,
2080.483141,3,0.8646518121402975,0.584929474054593,0.35967505221685814,2080.482312-0 2080.48397-1,,,,,,,,,,,,,,,
2080.4873405,3,0.8966913554361817,0.5851337081678027,0.3598819049402828,2080.490711-0 2080.48397-1,,,,,,,,,,,,,,,
2080.4915405,3,0.8617770844777222,0.5849260633221718,0.3603161888098554,2080.490711-0 2080.49237-1,,,,,,,,,,,,,,,
2080.4957405,3,0.840723259657573,0.5854272765974815,0.3599689131515773,2080.499111-0 2080.49237-1,,,,,,,,,,,,,,,
2080.4999405,3,0.8063819710183525,0.5855877601861674,0.35944128558992605,2080.499111-0 2080.50077-1,,,,,,,,,,,,,,,
2080.5041405,3,0.8055001915513027,0.5860496116912592,0.3584450494646372,2080.507511-0 2080.50077-1,,,,,,,,,,,,,,,
2080.5083409999997,4,0.8232382758088376,0.5867179014324047,0.35616379166662737,2080.507511-0 2080.509171-1,,,,,,,,,,,,,,,
2080.512541,4,0.8175082540893253,0.5858753797225591,0.35894458290818454,2080.515911-0 2080.509171-1,,,,,,,,,,,,,,,
2080.516741,4,0.7719650707517238,0.5846060239306039,0.3619148352766115,2080.515911-0 2080.517571-1,,,,,,,,,,,,,,,
2080.5209409999998,4,0.7316007107893114,0.5792210484444185,0.376550600371385,2080.524311-0 2080.517571-1,,,,,,,,,,,,,,,
2080.525141,4,0.7794633866504235,0.5793149711343613,0.37606551406174216,2080.524311-0 2080.525971-1,,,,,,,,,,,,,,,
2080.5293405,4,0.7662381192825716,0.5742254289412052,0.3983920228738205,2080.53271-0 2080.525971-1,,,,,,,,,,,,,,,
2080.5335405,4,0.812976556488427,0.5741688930628697,0.40163884615062884,2080.53271-0 2080.534371-1,,,,,,,,,,,,,,,
2080.5377405,4,0.9610727881516161,0.5662148784411296,0.4633818518974877,2080.54111-0 2080.534371-1,,,,,,,,,,,,,,,
2080.5419405000002,5,0.9537646331471776,0.5654039214073376,0.4733711193386436,2080.54111-0 2080.542771-1,,,,,,,,,,,,,,,
2080.5461404999996,5,0.9537646331471776,0.5659790425234676,0.5258235287868049,2080.54951-0 2080.542771-1,,,,,,,,,,,,,,,
2080.551171,5,0.5619202642440289,0.5701529317341092,0.4589053216065606,2080.551171-1,,,,,,,,,,,,,,,
2080.559572,5,0.0,1.125842623388416,2.0249164218611924,2080.559572-1,,,,,,,,,,,,,,,
2080.562941,5,0.99,0.5316463683967705,0.5541994811331321,2080.54951-0 2080.576372-1,,,,,,,,,,,,,,,
2080.567141,5,0.99,0.5381864305254973,0.6101724040175931,2080.55791-0 2080.576372-1,,,,,,,,,,,,,,,
2080.567972,5,0.0,1.125842623388416,2.0249164218611924,2080.567972-1,,,,,,,,,,,,,,,
2080.5713404999997,5,0.99,0.5480122577331097,0.6589156478888043,2080.566309-0 2080.576372-1,,,,,,,,,,,,,,,
2080.574709,6,0.3728862994365633,0.5473912027128441,0.6843932822959582,2080.574709-0,,,,,,,,,,,,,,,
2080.583109,6,0.48330307522704935,0.5407056918683109,0.7450241112867135,2080.583109-0,,,,,,,,,,,,,,,
2080.584772,6,0.0,1.125842623388416,2.0249164218611924,2080.584772-1,,,,,,,,,,,,,,,
2080.591509,6,0.4449043710374621,0.5341527074859217,0.7765414972475186,2080.591509-0,,,,,,,,,,,,,,,
