"('map', 0.9769298434257507, (936.495849609375, 282.89117431640625, 190.5913543701172, 163.9263458251953))","('dice', 0.8752196431159973, (381.3511962890625, 134.1529998779297, 65.21913146972656, 112.53433990478516))","('face', 0.6644879579544067, (206.1015167236328, 348.2142639160156, 72.03254699707031, 99.93141174316406))","('key', 0.6487063765525818, (627.9321899414062, 179.1561279296875, 93.43247985839844, 52.96550750732422))","('cards', 0.285147488117218, (843.5233154296875, 699.8267822265625, 112.35768127441406, 27.045528411865234))"
"('map', 0.9823254942893982, (936.3607177734375, 282.9748840332031, 190.40533447265625, 159.1934814453125))","('dice', 0.8882165551185608, (382.2569580078125, 133.8498077392578, 66.63548278808594, 110.95207214355469))","('face', 0.7145825028419495, (206.43418884277344, 349.26422119140625, 70.67381286621094, 98.7520980834961))","('key', 0.6797364950180054, (628.9927368164062, 178.9710693359375, 90.66848754882812, 52.22079086303711))","('cards', 0.303977906703949, (843.3468017578125, 700.4658813476562, 112.68733978271484, 27.531864166259766))"
"('map', 0.9707739353179932, (937.142822265625, 283.1453857421875, 187.81983947753906, 157.9353485107422))","('dice', 0.8236426711082458, (381.7118835449219, 133.55743408203125, 67.2237319946289, 110.91144561767578))","('face', 0.711384654045105, (206.7145538330078, 349.167724609375, 71.12385559082031, 99.7364273071289))","('key', 0.5648435354232788, (628.799560546875, 178.05337524414062, 91.93904876708984, 53.439598083496094))"
"('map', 0.9736949801445007, (936.8382568359375, 282.76751708984375, 190.26593017578125, 157.66566467285156))","('dice', 0.875148355960846, (382.70086669921875, 133.69384765625, 66.0201416015625, 110.89790344238281))","('face', 0.7363551259040833, (205.82763671875, 349.5325622558594, 73.29203796386719, 100.06568908691406))","('key', 0.6382230520248413, (628.073974609375, 178.22930908203125, 89.91897583007812, 53.3157958984375))"
"('map', 0.9769890904426575, (936.3487548828125, 282.4584655761719, 190.68443298339844, 157.70416259765625))","('dice', 0.8866007924079895, (382.41204833984375, 133.5967254638672, 67.48683166503906, 111.60408782958984))","('face', 0.6950817108154297, (206.23350524902344, 348.2109680175781, 72.56206512451172, 101.10319519042969))","('key', 0.6102533340454102, (628.5010375976562, 177.93258666992188, 87.95403289794922, 53.51140594482422))","('cards', 0.2706027030944824, (844.4934692382812, 700.0698852539062, 112.88008117675781, 27.00594139099121))"
"('map', 0.9817036986351013, (937.1240234375, 282.8703918457031, 189.24673461914062, 159.09634399414062))","('dice', 0.8700218200683594, (381.3238830566406, 133.5258331298828, 66.50546264648438, 111.90422058105469))","('face', 0.7393797636032104, (205.504638671875, 349.1661376953125, 71.69918823242188, 99.88872528076172))","('key', 0.6875100135803223, (628.8333740234375, 178.2342987060547, 90.2488784790039, 52.93965148925781))","('cards', 0.3067111074924469, (844.053955078125, 700.2567138671875, 110.4268569946289, 26.926937103271484))"
"('map', 0.9794324040412903, (937.4181518554688, 282.66619873046875, 190.0802001953125, 160.2071990966797))","('dice', 0.9081715941429138, (381.3603210449219, 134.09225463867188, 66.57044219970703, 113.3200912475586))","('face', 0.7302441596984863, (205.19100952148438, 348.87982177734375, 71.2455062866211, 103.13504791259766))","('key', 0.5867063403129578, (628.1795654296875, 178.82496643066406, 90.50261688232422, 52.80411148071289))","('cards', 0.3016061782836914, (843.3630981445312, 700.0291137695312, 114.74169921875, 27.07195472717285))"
"('map', 0.9794324040412903, (936.5994873046875, 282.9120178222656, 189.94102478027344, 159.1546173095703))","('dice', 0.9094221591949463, (381.5954284667969, 133.3775634765625, 67.6187744140625, 110.41162872314453))","('face', 0.7765824198722839, (205.5740509033203, 348.9301452636719, 72.77495574951172, 103.59558868408203))","('key', 0.6267402768135071, (628.0475463867188, 178.49681091308594, 89.53562927246094, 52.83635330200195))"
"('map', 0.9726114869117737, (937.3739013671875, 282.9433898925781, 191.0572509765625, 158.6890411376953))","('dice', 0.9192578196525574, (381.7475891113281, 133.19679260253906, 67.51979064941406, 113.2647705078125))","('face', 0.7333117723464966, (205.65093994140625, 348.70068359375, 72.3321304321289, 101.17109680175781))","('key', 0.6492461562156677, (628.3019409179688, 178.30667114257812, 90.27091217041016, 53.263755798339844))"
"('map', 0.9794592261314392, (937.6062622070312, 283.0065612792969, 189.6630096435547, 156.69671630859375))","('dice', 0.9094981551170349, (383.0916748046875, 133.1842803955078, 67.45388793945312, 112.35591125488281))","('face', 0.7483102083206177, (205.83474731445312, 347.9258117675781, 72.6684341430664, 101.43698120117188))","('key', 0.7073182463645935, (628.2146606445312, 177.4969482421875, 89.16477966308594, 52.5789909362793))","('cards', 0.2942816913127899, (844.2894287109375, 700.2539672851562, 111.70126342773438, 26.380348205566406))"
"('map', 0.9741840362548828, (937.772705078125, 282.76751708984375, 191.33731079101562, 155.96202087402344))","('dice', 0.8942452073097229, (382.90997314453125, 132.52098083496094, 66.73316192626953, 111.45433807373047))","('face', 0.7738604545593262, (205.7353973388672, 347.88092041015625, 73.36365509033203, 103.38715362548828))","('key', 0.6845138072967529, (628.7318115234375, 178.32167053222656, 89.32820129394531, 53.3157958984375))","('cards', 0.2508762776851654, (843.8016357421875, 700.1190795898438, 114.04350280761719, 26.085742950439453))"
"('map', 0.9797413945198059, (937.0557250976562, 282.953857421875, 190.49832153320312, 158.92166137695312))","('dice', 0.9119965434074402, (382.3260498046875, 132.2946319580078, 67.05980682373047, 112.82319641113281))","('face', 0.7898426651954651, (205.55319213867188, 347.8042907714844, 73.2383804321289, 105.17561340332031))","('key', 0.5925261974334717, (629.6937866210938, 177.9474639892578, 89.01253509521484, 53.86530685424805))","('cards', 0.25512003898620605, (843.6641845703125, 700.0018920898438, 111.89231872558594, 26.730438232421875))"
"('map', 0.9766837954521179, (937.110595703125, 282.4293212890625, 191.15054321289062, 161.0306854248047))","('dice', 0.9203514456748962, (382.8433532714844, 132.16256713867188, 66.1815185546875, 112.7268295288086))","('face', 0.7711141109466553, (204.68016052246094, 347.2319641113281, 73.13117218017578, 103.34928894042969))","('key', 0.51323002576828, (627.6904296875, 178.4709014892578, 91.59178924560547, 52.7847785949707))"
"('map', 0.9652854204177856, (937.072265625, 282.60614013671875, 189.6630096435547, 160.18765258789062))","('dice', 0.9119684100151062, (382.0480041503906, 131.970458984375, 65.82701110839844, 112.58930969238281))","('face', 0.7655507326126099, (205.23812866210938, 346.1236877441406, 73.77676391601562, 105.62593841552734))","('key', 0.552981972694397, (629.0593872070312, 177.5722198486328, 89.87509155273438, 53.4200325012207))","('cards', 0.2839755415916443, (832.78857421875, 701.5665893554688, 114.82575988769531, 27.890424728393555))"
"('map', 0.9694619178771973, (937.9150390625, 282.7166442871094, 191.66458129882812, 157.76193237304688))","('dice', 0.9462918639183044, (382.6502990722656, 132.2946319580078, 66.57044219970703, 114.79591369628906))","('face', 0.7765827775001526, (204.82156372070312, 346.2774963378906, 73.75875854492188, 105.78077697753906))","('key', 0.6210634112358093, (628.799560546875, 178.44837951660156, 90.67955017089844, 52.662498474121094))"
"('map', 0.9721761345863342, (939.1449584960938, 282.0995178222656, 191.52426147460938, 158.70840454101562))","('dice', 0.9132546186447144, (383.5203552246094, 131.7594451904297, 64.99659729003906, 113.15422058105469))","('face', 0.8000292181968689, (205.45632934570312, 346.40509033203125, 73.88491821289062, 105.16920471191406))","('key', 0.6085766553878784, (629.541748046875, 178.36497497558594, 89.67781829833984, 52.43798065185547))"
"('map', 0.9743673205375671, (937.7771606445312, 282.29522705078125, 191.85183715820312, 156.02867126464844))","('dice', 0.9013997912406921, (382.90997314453125, 131.98985290527344, 65.02833557128906, 111.35913848876953))","('face', 0.7711130380630493, (205.17758178710938, 346.38037109375, 74.28282165527344, 101.81534576416016))","('key', 0.6011174917221069, (630.30078125, 177.9888153076172, 88.49250030517578, 53.72739791870117))"
"('map', 0.9723044037818909, (938.0341796875, 283.0171203613281, 191.80502319335938, 156.20018005371094))","('dice', 0.9226696491241455, (383.6551513671875, 132.14353942871094, 64.71159362792969, 111.68586730957031))","('face', 0.7541468739509583, (204.85400390625, 346.22723388671875, 74.30096435546875, 103.29884338378906))","('key', 0.6027902364730835, (630.3917236328125, 178.41082763671875, 89.26280212402344, 52.53408432006836))"
"('map', 0.9645051956176758, (937.2388305664062, 282.3332214355469, 192.1800079345703, 159.99221801757812))","('dice', 0.9081377983093262, (383.050537109375, 131.46241760253906, 65.73065185546875, 113.01617431640625))","('face', 0.8261080384254456, (204.7634735107422, 345.52410888671875, 75.06675720214844, 105.29766082763672))","('key', 0.6134192943572998, (629.9539794921875, 176.87643432617188, 92.17503356933594, 52.707515716552734))"
"('map', 0.946507453918457, (936.9222412109375, 281.8748779296875, 191.384033203125, 161.50314331054688))","('dice', 0.9269236326217651, (382.90997314453125, 131.50320434570312, 66.40811157226562, 110.70854949951172))","('face', 0.7711020708084106, (204.08099365234375, 345.2406005859375, 75.10342407226562, 103.79179382324219))","('key', 0.7074628472328186, (629.7651977539062, 177.25576782226562, 93.70661926269531, 49.96342849731445))"
"('map', 0.9474791288375854, (936.5588989257812, 281.60858154296875, 193.02639770507812, 160.93243408203125))","('dice', 0.9237478375434875, (382.93487548828125, 130.8670196533203, 65.21913146972656, 111.38632202148438))","('face', 0.7332953810691833, (204.38490295410156, 342.2533264160156, 73.97515869140625, 100.63529968261719))","('key', 0.6844843626022339, (630.1245727539062, 177.04534912109375, 92.71670532226562, 49.16780471801758))"
"('map', 0.952678382396698, (936.9552001953125, 281.1526184082031, 192.64976501464844, 160.834228515625))","('dice', 0.9107739329338074, (383.3197021484375, 130.22129821777344, 65.06010437011719, 111.95886993408203))","('face', 0.730226993560791, (204.5785675048828, 343.32940673828125, 73.81279754638672, 102.09537506103516))","('key', 0.6670555472373962, (630.5418701171875, 176.7691650390625, 94.14230346679688, 49.19782257080078))"
"('map', 0.9496082067489624, (936.4102783203125, 281.5918273925781, 193.12066650390625, 159.75802612304688))","('dice', 0.901422381401062, (383.36810302734375, 129.9848175048828, 65.44242858886719, 111.34554290771484))","('face', 0.7363372445106506, (204.74417114257812, 343.5325012207031, 73.3099365234375, 104.81035614013672))","('key', 0.6713734269142151, (630.0317993164062, 176.72442626953125, 93.71804809570312, 49.0329475402832))"
"('map', 0.9544131755828857, (934.62109375, 281.39532470703125, 191.33731079101562, 159.1546173095703))","('dice', 0.9156376719474792, (383.34393310546875, 130.8535614013672, 65.25098419189453, 111.54960632324219))","('face', 0.816943347454071, (204.2803955078125, 344.8171081542969, 74.60997772216797, 107.66979217529297))","('key', 0.6360629200935364, (629.2984619140625, 176.37098693847656, 92.43418884277344, 49.79902267456055))"
"('map', 0.9471232891082764, (935.5044555664062, 281.3792724609375, 191.6177978515625, 160.54000854492188))","('dice', 0.9094394445419312, (382.80999755859375, 131.24575805664062, 65.34663391113281, 111.23686218261719))","('face', 0.7924039363861084, (204.3048858642578, 345.3811950683594, 73.02413177490234, 109.71300506591797))","('key', 0.695063591003418, (629.7731323242188, 176.31124877929688, 93.97007751464844, 49.7625617980957))"
"('map', 0.948461651802063, (937.4420776367188, 281.5751647949219, 191.43075561523438, 161.40460205078125))","('dice', 0.9225960373878479, (381.90728759765625, 130.6580352783203, 65.5063705444336, 112.09561920166016))","('face', 0.7541391253471375, (202.63343811035156, 345.10394287109375, 73.11331939697266, 109.21858215332031))","('key', 0.7358946800231934, (629.9695434570312, 176.30810546875, 95.82347106933594, 49.405452728271484))"
"('map', 0.9380463361740112, (936.3577270507812, 273.57501220703125, 195.0634765625, 162.88909912109375))","('dice', 0.9300276637077332, (381.7742919921875, 131.14105224609375, 66.50546264648438, 112.3421859741211))","('face', 0.7627220749855042, (203.38253784179688, 345.17919921875, 73.25626373291016, 108.96556854248047))","('key', 0.6528817415237427, (628.2146606445312, 176.5701141357422, 95.5781478881836, 50.08555603027344))"
"('map', 0.9396423697471619, (936.9251708984375, 273.3794250488281, 195.7791290283203, 162.96864318847656))","('dice', 0.9367563128471375, (381.82763671875, 131.15682983398438, 67.38804626464844, 112.6030502319336))","('face', 0.7655444741249084, (202.977294921875, 345.9384765625, 73.0597915649414, 110.4655532836914))","('key', 0.6804954409599304, (627.2249755859375, 176.8235626220703, 95.50816345214844, 49.94512939453125))"
"('map', 0.9476752281188965, (935.8109130859375, 281.89251708984375, 190.73101806640625, 162.9089813232422))","('dice', 0.9168622493743896, (381.5864562988281, 130.65530395507812, 66.14920806884766, 110.53300476074219))","('face', 0.7738469839096069, (203.63314819335938, 345.23809814453125, 73.2741470336914, 109.86042022705078))","('key', 0.713562548160553, (628.232177734375, 176.11111450195312, 93.42108917236328, 49.423545837402344))"
"('dice', 0.9301148056983948, (381.977783203125, 130.845458984375, 65.66648864746094, 112.10929870605469))","('map', 0.9232780933380127, (935.8950805664062, 282.0812072753906, 190.9173583984375, 160.87350463867188))","('face', 0.745341956615448, (203.70138549804688, 344.7618713378906, 73.13117218017578, 106.71459197998047))","('key', 0.6698436141014099, (629.199951171875, 176.06443786621094, 95.41494750976562, 49.83246612548828))"
"('map', 0.9332521557807922, (936.8997192382812, 273.56884765625, 196.9296417236328, 165.575439453125))","('dice', 0.9203546643257141, (382.4034118652344, 131.1725616455078, 66.2785415649414, 110.37120819091797))","('face', 0.7949745059013367, (203.58802795410156, 344.90338134765625, 72.95285034179688, 108.1968002319336))","('key', 0.667674720287323, (628.3715209960938, 176.62728881835938, 95.85857391357422, 50.11919403076172))"
"('map', 0.9503167271614075, (934.9365234375, 281.7875061035156, 190.49832153320312, 162.4522247314453))","('dice', 0.9119846820831299, (381.60443115234375, 130.6141815185547, 66.99435424804688, 111.27760314941406))","('face', 0.8000229597091675, (202.14041137695312, 345.1712341308594, 72.31446838378906, 109.64605712890625))","('key', 0.7193063497543335, (628.5355224609375, 176.13914489746094, 93.14779663085938, 50.26624298095703))"
"('dice', 0.9529181718826294, (381.60443115234375, 131.00881958007812, 66.60295104980469, 111.41352081298828))","('map', 0.8970404863357544, (935.2129516601562, 273.24761962890625, 194.58782958984375, 165.51483154296875))","('face', 0.7627251744270325, (202.2322235107422, 346.44183349609375, 73.00630187988281, 109.44546508789062))","('key', 0.6875028014183044, (626.0611572265625, 176.15162658691406, 92.5132064819336, 50.327640533447266))"
"('dice', 0.9471132159233093, (380.9184265136719, 130.51495361328125, 65.73065185546875, 114.12525939941406))","('map', 0.9345480799674988, (931.9373168945312, 281.9815979003906, 188.69309997558594, 162.9089813232422))","('key', 0.750633955001831, (624.5055541992188, 174.9494171142578, 93.9127426147461, 51.31086730957031))","('face', 0.691757321357727, (201.35964965820312, 345.57891845703125, 74.82888793945312, 106.9754409790039))"
"('map', 0.9628966450691223, (931.710205078125, 281.7788391113281, 187.13327026367188, 163.7263641357422))","('dice', 0.955708920955658, (379.4842834472656, 131.0830535888672, 66.2138442993164, 114.71186828613281))","('key', 0.8081352710723877, (623.4826049804688, 174.902587890625, 93.66087341308594, 51.32339859008789))","('face', 0.6539573669433594, (200.83779907226562, 345.5903015136719, 73.18475341796875, 107.06689453125))"
"('map', 0.9706392884254456, (930.9879150390625, 282.4584655761719, 190.54483032226562, 163.4667510986328))","('dice', 0.9411499500274658, (378.4814758300781, 131.333984375, 69.20540618896484, 114.71186828613281))","('key', 0.8289644122123718, (621.2154541015625, 177.45608520507812, 86.67503356933594, 49.50506591796875))","('face', 0.6288072466850281, (199.76473999023438, 345.9548034667969, 75.9330825805664, 104.27437591552734))","('cards', 0.4382437765598297, (831.2377319335938, 700.75830078125, 111.75582122802734, 32.07817840576172))"
"('map', 0.9727110266685486, (930.8092041015625, 283.5444641113281, 189.98741149902344, 163.6864013671875))","('dice', 0.9386916160583496, (374.76910400390625, 132.8424835205078, 65.60240173339844, 113.29243469238281))","('key', 0.7462987899780273, (621.5010986328125, 179.35879516601562, 89.37183380126953, 49.88420104980469))","('face', 0.625151515007019, (199.28916931152344, 346.8077392578125, 73.3099365234375, 111.141845703125))","('cards', 0.45921894907951355, (830.7910766601562, 700.418212890625, 111.7831039428711, 28.32271957397461))"
"('map', 0.9740017652511597, (925.8344116210938, 283.29803466796875, 190.49832153320312, 164.04644775390625))","('dice', 0.9327772855758667, (371.7972412109375, 133.02394104003906, 65.02833557128906, 112.69931030273438))","('key', 0.692240834236145, (616.5610961914062, 178.69920349121094, 95.20552825927734, 51.499122619628906))","('face', 0.45998701453208923, (198.5524139404297, 347.64080810546875, 72.5089340209961, 105.88412475585938))","('cards', 0.332256555557251, (830.5132446289062, 699.9261474609375, 124.2472152709961, 25.618698120117188))"
"('map', 0.9722774624824524, (924.1008911132812, 284.0863952636719, 188.8313446044922, 159.0186767578125))","('dice', 0.9201537370681763, (367.5342102050781, 133.6590576171875, 60.22954559326172, 116.00740814208984))","('key', 0.7886003255844116, (615.373779296875, 178.3316650390625, 90.67955017089844, 51.085872650146484))","('face', 0.5688192844390869, (192.19696044921875, 350.35467529296875, 71.52435302734375, 96.18818664550781))","('cards', 0.47238630056381226, (827.1168212890625, 699.8267822265625, 117.17628479003906, 26.730438232421875))"
"('map', 0.9779030084609985, (920.8565673828125, 282.3332214355469, 190.0802001953125, 164.16664123535156))","('dice', 0.9569722414016724, (362.8789978027344, 134.53941345214844, 62.14143371582031, 116.19164276123047))","('key', 0.7676143050193787, (611.3032836914062, 178.67660522460938, 92.7846450805664, 52.44438171386719))","('cards', 0.5405863523483276, (823.2943725585938, 700.5391235351562, 113.90437316894531, 29.001455307006836))","('face', 0.4755377471446991, (189.38438415527344, 350.3914489746094, 72.59750366210938, 96.51162719726562))"
"('map', 0.9789088368415833, (918.9827880859375, 282.9120178222656, 191.1972198486328, 162.3729248046875))","('dice', 0.9369269609451294, (360.4181213378906, 134.25155639648438, 62.99686050415039, 113.02997589111328))","('key', 0.613797128200531, (607.28173828125, 178.10809326171875, 89.7435302734375, 53.237754821777344))","('face', 0.47944220900535583, (185.9202880859375, 351.16595458984375, 72.01496124267578, 96.64131164550781))","('cards', 0.36165255308151245, (821.0161743164062, 701.062255859375, 119.34161376953125, 26.25185203552246))"
"('map', 0.9734188914299011, (914.509765625, 283.35333251953125, 190.03379821777344, 161.62147521972656))","('dice', 0.9184696078300476, (358.38970947265625, 134.73570251464844, 61.44746398925781, 112.74059295654297))","('key', 0.4984664022922516, (605.6792602539062, 179.9061737060547, 89.54655456542969, 52.59183120727539))","('cards', 0.398783415555954, (821.1264038085938, 700.1136474609375, 122.61994171142578, 26.992759704589844))","('face', 0.3802374601364136, (182.14553833007812, 350.4465637207031, 72.05013275146484, 94.74028778076172))"
"('map', 0.9781420230865479, (917.2647705078125, 283.81085205078125, 194.01856994628906, 161.18801879882812))","('dice', 0.9165710210800171, (355.8842468261719, 135.05996704101562, 65.28285217285156, 114.06954193115234))","('key', 0.5991315841674805, (603.4295043945312, 178.76373291015625, 88.44931030273438, 54.16862106323242))","('cards', 0.5368947982788086, (814.89306640625, 699.6621704101562, 123.3104248046875, 26.795780181884766))","('face', 0.38023099303245544, (180.37393188476562, 349.883056640625, 72.24388885498047, 94.83718872070312))"
"('map', 0.9689970016479492, (913.7277221679688, 282.98541259765625, 193.4510040283203, 160.9913787841797))","('dice', 0.9319956302642822, (354.584228515625, 134.8812255859375, 68.0161361694336, 110.73558044433594))","('cards', 0.6869096159934998, (813.0285034179688, 699.4271850585938, 123.79304504394531, 29.85638427734375))","('key', 0.5341463685035706, (602.4633178710938, 179.99221801757812, 91.50238800048828, 53.23125457763672))","('face', 0.3476971685886383, (177.12525939941406, 350.3239440917969, 73.29203796386719, 95.13431549072266))"
"('map', 0.9672161936759949, (912.8828125, 282.9120178222656, 187.2703857421875, 163.58651733398438))","('dice', 0.9452906250953674, (353.94793701171875, 134.84762573242188, 66.86363220214844, 110.68152618408203))","('key', 0.584102988243103, (601.1435546875, 180.21240234375, 91.37960815429688, 53.707725524902344))","('cards', 0.5723464488983154, (811.2861328125, 699.6304931640625, 125.77320098876953, 29.47254753112793))","('face', 0.39694058895111084, (176.486328125, 351.2567443847656, 75.71094512939453, 96.9840316772461))"
"('map', 0.9614349603652954, (909.5653076171875, 282.6964111328125, 188.5089111328125, 163.52662658691406))","('dice', 0.9328266978263855, (353.4347839355469, 134.59495544433594, 68.98611450195312, 109.67283630371094))","('key', 0.552683413028717, (601.9152221679688, 179.59762573242188, 87.34416961669922, 52.316497802734375))","('cards', 0.5132683515548706, (812.9891357421875, 699.4686279296875, 119.7502212524414, 29.91475486755371))","('face', 0.41958531737327576, (175.9326934814453, 351.0982360839844, 75.10342407226562, 97.39036560058594))"
"('map', 0.972567617893219, (911.6463623046875, 273.437255859375, 195.4925537109375, 176.01763916015625))","('dice', 0.9296061396598816, (353.23162841796875, 134.293212890625, 70.20947265625, 110.78966522216797))","('key', 0.579775869846344, (601.606689453125, 178.55528259277344, 92.7846450805664, 52.271812438964844))","('cards', 0.5032325387001038, (812.5021362304688, 698.7139282226562, 110.4268569946289, 32.09384536743164))","('face', 0.3728996217250824, (174.8890380859375, 349.4880065917969, 76.06295776367188, 95.65542602539062))"
"('map', 0.9700802564620972, (910.9878540039062, 273.2004089355469, 194.58782958984375, 173.7123260498047))","('dice', 0.9312214255332947, (353.2385559082031, 134.3687286376953, 69.9186782836914, 110.8843765258789))","('cards', 0.5126453638076782, (812.94970703125, 697.9155883789062, 116.23603820800781, 32.109519958496094))","('key', 0.502726674079895, (600.0315551757812, 178.7905731201172, 89.35001373291016, 51.89669418334961))","('face', 0.4329572021961212, (174.1334686279297, 349.1950988769531, 76.15586853027344, 96.82138061523438))"
"('map', 0.9692898988723755, (910.7166748046875, 273.2409362792969, 193.59274291992188, 174.0306854248047))","('dice', 0.9258071184158325, (352.6968688964844, 134.00167846679688, 71.08912658691406, 110.96561431884766))","('key', 0.6312094330787659, (597.8822021484375, 177.16334533691406, 86.9505615234375, 51.858699798583984))","('cards', 0.5989795923233032, (810.9541015625, 698.3419189453125, 116.66248321533203, 33.42940139770508))","('face', 0.4387222230434418, (174.57212829589844, 349.0483703613281, 76.39795684814453, 97.80137634277344))"
"('map', 0.97057044506073, (909.8980102539062, 273.3729248046875, 193.68728637695312, 174.0944366455078))","('dice', 0.9361686706542969, (352.4751281738281, 133.5456085205078, 69.01980590820312, 110.97916412353516))","('cards', 0.6543720364570618, (811.138427734375, 698.11474609375, 115.33148193359375, 33.724510192871094))","('key', 0.5612290501594543, (597.0685424804688, 177.05503845214844, 86.71736907958984, 53.19877624511719))","('face', 0.48724165558815, (174.82957458496094, 348.9771728515625, 76.77190399169922, 96.71802520751953))"
"('dice', 0.9615177512168884, (353.5270690917969, 130.9287567138672, 67.51979064941406, 111.23686218261719))","('map', 0.9583763480186462, (911.3156127929688, 273.6719665527344, 196.44943237304688, 174.2645263671875))","('key', 0.6464216709136963, (598.7880249023438, 175.70697021484375, 91.42424011230469, 52.8492546081543))","('cards', 0.5693004727363586, (809.725830078125, 697.7943115234375, 116.52015686035156, 33.65870666503906))","('face', 0.5009071230888367, (174.29177856445312, 345.9697265625, 76.23027038574219, 96.79183959960938))"
"('map', 0.9525036215782166, (911.8683471679688, 282.8084716796875, 190.219482421875, 163.50665283203125))","('dice', 0.9246052503585815, (354.27728271484375, 129.16307067871094, 68.73393249511719, 107.289306640625))","('key', 0.7072340846061707, (599.4513549804688, 174.52435302734375, 94.38394165039062, 54.453704833984375))","('cards', 0.6219542026519775, (812.159423828125, 697.3489990234375, 113.76541137695312, 34.77805709838867))","('face', 0.5897611975669861, (175.40785217285156, 345.15777587890625, 75.158447265625, 99.40217590332031))"
"('map', 0.9455684423446655, (911.5357666015625, 282.44873046875, 191.0572509765625, 166.1220703125))","('dice', 0.9374561905860901, (354.4068603515625, 128.35711669921875, 68.91876983642578, 107.9856948852539))","('key', 0.7226545214653015, (601.2963256835938, 174.464599609375, 92.59230041503906, 53.20526885986328))","('face', 0.5688172578811646, (176.22317504882812, 344.5680847167969, 75.12175750732422, 100.09011840820312))","('cards', 0.5258032083511353, (812.5183715820312, 697.6876831054688, 113.10076904296875, 33.93097686767578))"
"('map', 0.9463452696800232, (910.5371704101562, 282.9120178222656, 190.8241424560547, 164.929931640625))","('dice', 0.9297478795051575, (354.7247009277344, 127.86982727050781, 67.94974517822266, 108.60701751708984))","('key', 0.7547390460968018, (601.4752197265625, 173.67828369140625, 90.23785400390625, 52.15071487426758))","('face', 0.6177604794502258, (177.50833129882812, 344.35247802734375, 75.72943115234375, 100.86897277832031))","('cards', 0.5570884346961975, (811.9515380859375, 698.0833740234375, 111.83769989013672, 34.0305290222168))"
"('map', 0.9558573961257935, (910.861083984375, 273.841064453125, 192.7438507080078, 174.45608520507812))","('dice', 0.9338326454162598, (353.9923400878906, 127.1082763671875, 67.7178955078125, 107.82762145996094))","('key', 0.7476864457130432, (599.4933471679688, 172.779052734375, 90.94560241699219, 53.185791015625))","('cards', 0.6475979089736938, (810.3843994140625, 697.4915161132812, 111.646728515625, 34.35609817504883))","('face', 0.5991591215133667, (174.3604278564453, 342.7677001953125, 74.88371276855469, 99.04788208007812))"
"('map', 0.9590988159179688, (908.7901611328125, 273.4942321777344, 199.2996368408203, 174.77581787109375))","('dice', 0.9347374439239502, (353.16241455078125, 127.07392120361328, 69.12097930908203, 107.39413452148438))","('key', 0.5913040041923523, (598.5419921875, 172.7692108154297, 88.35218811035156, 51.858699798583984))","('face', 0.5821783542633057, (173.02259826660156, 343.29864501953125, 76.02583312988281, 102.53877258300781))","('cards', 0.5289416909217834, (809.1138305664062, 697.3369750976562, 109.30033874511719, 33.55204772949219))"
"('map', 0.9843419194221497, (907.81787109375, 272.94146728515625, 197.84524536132812, 175.56700134277344))","('dice', 0.9104201793670654, (353.0389709472656, 127.02149963378906, 69.18851470947266, 106.55838012695312))","('face', 0.570724606513977, (171.63043212890625, 342.9382629394531, 76.86567687988281, 102.44493103027344))","('cards', 0.5364928841590881, (809.1848754882812, 698.0878295898438, 115.0783462524414, 32.559478759765625))","('key', 0.37555888295173645, (596.1456298828125, 172.21578979492188, 86.84978485107422, 51.317134857177734))"
"('map', 0.9791049957275391, (907.4571533203125, 273.5379638671875, 195.540283203125, 174.92523193359375))","('dice', 0.8744343519210815, (352.79632568359375, 126.5500259399414, 68.73393249511719, 105.18846130371094))","('cards', 0.6395731568336487, (808.4664306640625, 697.45458984375, 113.01795959472656, 33.52748489379883))","('face', 0.6029027700424194, (171.70663452148438, 341.5824890136719, 76.69696807861328, 102.5262451171875))","('key', 0.4724123179912567, (595.6781616210938, 171.6748809814453, 87.46687316894531, 51.14827346801758))"
"('map', 0.9810584783554077, (907.784912109375, 273.6116638183594, 199.54307556152344, 174.24325561523438))","('dice', 0.9172043204307556, (353.5342102050781, 125.08702850341797, 69.59510040283203, 107.4072494506836))","('face', 0.5897332429885864, (171.529296875, 340.96685791015625, 76.80940246582031, 103.38082885742188))","('cards', 0.5709724426269531, (809.6307983398438, 697.5784301757812, 114.99408721923828, 33.007686614990234))","('key', 0.5073051452636719, (596.6314697265625, 171.65333557128906, 86.90811157226562, 49.45976257324219))"
"('map', 0.9839463829994202, (907.29443359375, 273.3858642578125, 196.2576904296875, 174.17945861816406))","('dice', 0.8810227513313293, (353.31524658203125, 124.77281951904297, 69.13785552978516, 107.57782745361328))","('face', 0.660959780216217, (171.12841796875, 340.5738220214844, 76.19306182861328, 107.76183319091797))","('cards', 0.42209041118621826, (809.1730346679688, 697.6455078125, 115.30332946777344, 31.66577911376953))","('key', 0.3902519941329956, (596.611328125, 171.4748077392578, 86.35820007324219, 51.511695861816406))"
