"('dice', 0.9962319135665894, (553.7947387695312, 73.5020523071289, 64.0201644897461, 102.80195617675781))","('ball', 0.9961596727371216, (559.9031372070312, 653.9949340820312, 115.23245239257812, 121.32268524169922))","('map', 0.9883432388305664, (1173.8585205078125, 158.50071716308594, 179.92037963867188, 198.38571166992188))","('key', 0.9106912612915039, (843.36865234375, 88.79478454589844, 110.26521301269531, 50.967529296875))","('face', 0.7966330647468567, (430.26983642578125, 270.5525207519531, 104.30896759033203, 111.94519805908203))"
"('ball', 0.9955131411552429, (559.9847412109375, 655.4940185546875, 115.34152221679688, 124.77722930908203))","('dice', 0.9952603578567505, (553.8668212890625, 75.47163391113281, 61.148155212402344, 106.05229187011719))","('map', 0.984847366809845, (1174.419677734375, 159.50860595703125, 180.18414306640625, 200.23475646972656))","('key', 0.9222788214683533, (845.0341186523438, 90.6308364868164, 108.58222198486328, 50.728553771972656))","('face', 0.8909432291984558, (429.56378173828125, 269.4437255859375, 107.17434692382812, 104.57392120361328))"
"('dice', 0.9936791658401489, (555.8171997070312, 76.7636947631836, 61.53753662109375, 104.22982788085938))","('map', 0.9924308657646179, (1174.58544921875, 160.1796112060547, 178.2589111328125, 199.4541015625))","('ball', 0.989467978477478, (561.1126708984375, 655.8779907226562, 115.98039245605469, 122.9027328491211))","('key', 0.9380224943161011, (844.12890625, 91.73030090332031, 120.1468505859375, 63.156883239746094))","('face', 0.8409548997879028, (430.5181579589844, 269.85223388671875, 106.28839111328125, 103.55766296386719))"
"('dice', 0.9917367696762085, (555.264404296875, 78.84246826171875, 62.62881851196289, 104.185302734375))","('ball', 0.9911153316497803, (562.82177734375, 656.9154052734375, 114.52340698242188, 124.4122085571289))","('map', 0.9884375333786011, (1174.6231689453125, 159.9413299560547, 176.91488647460938, 202.842529296875))","('key', 0.9599964618682861, (844.37255859375, 91.97322845458984, 119.36476135253906, 64.43399047851562))","('face', 0.7593594193458557, (431.02288818359375, 270.13128662109375, 106.08748626708984, 102.27000427246094))"
"('dice', 0.9933658838272095, (555.08154296875, 78.75415802001953, 64.0201644897461, 105.44558715820312))","('ball', 0.9880809783935547, (563.890869140625, 657.5033569335938, 114.95673370361328, 124.53376007080078))","('map', 0.970026433467865, (1174.5347900390625, 161.4550018310547, 176.65591430664062, 202.64451599121094))","('key', 0.8515439033508301, (844.9453735351562, 94.89789581298828, 120.60973358154297, 64.37109375))","('face', 0.7815774083137512, (431.9820861816406, 271.14935302734375, 105.76422119140625, 105.29122924804688))"
"('dice', 0.9942901730537415, (556.02099609375, 80.02047729492188, 64.9648666381836, 106.4803695678711))","('ball', 0.9899446964263916, (564.503662109375, 659.7073364257812, 113.82827758789062, 123.92716217041016))","('map', 0.9559966921806335, (1174.88232421875, 161.84275817871094, 174.853759765625, 199.79525756835938))","('key', 0.851557195186615, (846.4002075195312, 94.68743896484375, 108.31745147705078, 50.86186981201172))","('face', 0.7593015432357788, (433.39697265625, 271.637451171875, 104.90913391113281, 106.81885528564453))"
"('dice', 0.9870412349700928, (557.1636352539062, 80.78487396240234, 61.56759262084961, 107.34170532226562))","('ball', 0.9772786498069763, (566.0509033203125, 661.2485961914062, 114.90675354003906, 120.29041290283203))","('map', 0.9661725163459778, (1175.7994384765625, 170.24069213867188, 173.32369995117188, 200.43038940429688))","('key', 0.8845605850219727, (846.4266967773438, 97.96590423583984, 121.52601623535156, 65.00279998779297))","('face', 0.7897454500198364, (436.2103576660156, 282.4081115722656, 94.5233154296875, 114.36233520507812))"
"('dice', 0.9867952466011047, (560.1935424804688, 85.32840728759766, 62.11109924316406, 109.28526306152344))","('map', 0.9716410636901855, (1176.1180419921875, 170.72340393066406, 173.9171142578125, 203.2390899658203))","('ball', 0.952385425567627, (566.6705932617188, 661.9161376953125, 119.61636352539062, 116.37617492675781))","('key', 0.9093831777572632, (846.7145385742188, 98.91071319580078, 119.98562622070312, 64.37109375))","('face', 0.9013992547988892, (438.4663391113281, 283.75537109375, 93.19428253173828, 113.09898376464844))"
"('dice', 0.9902748465538025, (561.092529296875, 86.66659545898438, 65.06010437011719, 110.84378051757812))","('ball', 0.9894671440124512, (573.2685546875, 667.55712890625, 126.35933685302734, 109.79338073730469))","('map', 0.9757649898529053, (1176.6246337890625, 173.0534210205078, 173.32369995117188, 202.79299926757812))","('face', 0.849316418170929, (437.97064208984375, 282.76885986328125, 91.31369018554688, 105.18846130371094))","('key', 0.8122180104255676, (846.9307861328125, 101.32850646972656, 122.68864440917969, 62.58893966674805))"
"('ball', 0.9970964193344116, (573.679443359375, 668.4337158203125, 127.23384857177734, 110.72206115722656))","('dice', 0.9925654530525208, (561.839599609375, 91.77684783935547, 64.55379486083984, 105.66462707519531))","('map', 0.9851560592651367, (1185.733642578125, 174.92442321777344, 163.81936645507812, 208.16038513183594))","('key', 0.8488771319389343, (849.6846923828125, 103.2410888671875, 113.04556274414062, 49.95427703857422))","('face', 0.7897523641586304, (438.7054443359375, 284.5773620605469, 90.34905242919922, 104.3953628540039))"
"('ball', 0.9977354407310486, (574.7152099609375, 670.4476318359375, 126.88487243652344, 109.99459838867188))","('dice', 0.9974114894866943, (562.9309692382812, 94.3669662475586, 64.74319458007812, 108.58051300048828))","('map', 0.9854869842529297, (1186.1610107421875, 179.3551483154297, 163.97943115234375, 210.5626983642578))","('key', 0.7992011308670044, (850.475341796875, 107.18700408935547, 111.56498718261719, 51.23575973510742))","('face', 0.7270929217338562, (439.2617492675781, 287.4849548339844, 89.14398193359375, 105.71623229980469))"
"('ball', 0.9980325102806091, (574.3485717773438, 672.7349853515625, 125.83599090576172, 103.67150115966797))","('dice', 0.9965626001358032, (564.53955078125, 99.91444396972656, 61.59766387939453, 107.7486801147461))","('map', 0.978049635887146, (1187.3209228515625, 180.7574920654297, 159.59532165527344, 215.9247283935547))","('key', 0.8895018696784973, (852.6996459960938, 113.70071411132812, 121.42221069335938, 62.83390426635742))","('face', 0.7819328308105469, (439.8890686035156, 287.6930847167969, 91.29138946533203, 102.22631072998047))"
"('ball', 0.9970013499259949, (576.1678466796875, 675.6533203125, 120.2825927734375, 96.1969985961914))","('dice', 0.9929428100585938, (564.8329467773438, 104.44171142578125, 62.84324645996094, 106.5063705444336))","('map', 0.9806092381477356, (1188.405029296875, 182.5716094970703, 157.81301879882812, 214.50608825683594))","('key', 0.9121379852294922, (854.7842407226562, 116.97573852539062, 109.62101745605469, 50.765724182128906))","('face', 0.66097491979599, (445.892578125, 289.7798767089844, 85.39469909667969, 100.15122985839844))"
"('ball', 0.992142379283905, (576.2529296875, 677.3394165039062, 117.30635833740234, 87.7890625))","('map', 0.9912434816360474, (1187.22607421875, 187.02450561523438, 154.91184997558594, 218.043701171875))","('dice', 0.9893291592597961, (565.8247680664062, 107.89376831054688, 61.35751724243164, 110.91144561767578))","('key', 0.9028343558311462, (851.2960205078125, 122.76585388183594, 119.67113494873047, 65.1298828125))","('face', 0.8168759942054749, (445.7508850097656, 294.4921569824219, 92.06358337402344, 96.59708404541016))"
"('map', 0.9967647194862366, (1187.142822265625, 194.19984436035156, 155.29051208496094, 215.71397399902344))","('ball', 0.9878660440444946, (575.6152954101562, 682.3033447265625, 122.65869140625, 82.543212890625))","('dice', 0.9745742082595825, (568.0901489257812, 114.93437194824219, 66.37569427490234, 113.37544250488281))","('key', 0.8765904307365417, (852.4547119140625, 127.54061889648438, 118.7869644165039, 64.46546173095703))","('face', 0.657341480255127, (446.4153747558594, 299.3005065917969, 91.38058471679688, 97.63438415527344))"
"('dice', 0.997880220413208, (567.7463989257812, 120.63101196289062, 64.99659729003906, 113.12659454345703))","('map', 0.9958802461624146, (1188.7626953125, 197.637451171875, 157.04434204101562, 215.87203979492188))","('ball', 0.9747129082679749, (578.6617431640625, 684.2750244140625, 122.20286560058594, 76.36795806884766))","('key', 0.8320038914680481, (852.00146484375, 133.01113891601562, 122.23270416259766, 65.73693084716797))","('face', 0.6396492719650269, (445.65374755859375, 308.4757080078125, 80.3385009765625, 109.01878356933594))"
"('dice', 0.9968250393867493, (567.1666259765625, 129.38490295410156, 65.28285217285156, 107.2369384765625))","('map', 0.9959135055541992, (1188.5054931640625, 199.36143493652344, 159.55636596679688, 220.29100036621094))","('key', 0.9537373185157776, (855.1195068359375, 142.235107421875, 125.41427612304688, 63.156883239746094))","('ball', 0.9204810857772827, (578.3560791015625, 687.8624267578125, 121.65959167480469, 70.37063598632812))","('face', 0.7016481757164001, (445.4298400878906, 312.37835693359375, 83.98872375488281, 104.41448211669922))"
"('map', 0.9946297407150269, (1187.3851318359375, 205.3097686767578, 162.18777465820312, 218.89710998535156))","('dice', 0.9915869235992432, (568.1752319335938, 134.28976440429688, 63.24342346191406, 110.03489685058594))","('key', 0.9454741477966309, (854.10693359375, 147.73635864257812, 124.00611877441406, 64.38681030273438))","('face', 0.837039053440094, (445.18072509765625, 320.64739990234375, 86.80302429199219, 96.43214416503906))","('ball', 0.748299777507782, (583.6209716796875, 693.6619262695312, 133.1528778076172, 62.28407287597656))"
"('map', 0.9936309456825256, (1187.132568359375, 209.4774627685547, 160.4940185546875, 222.942138671875))","('dice', 0.9795425534248352, (569.9638671875, 141.68118286132812, 67.02706909179688, 115.090576171875))","('key', 0.9022798538208008, (853.823974609375, 153.70018005371094, 124.99397277832031, 64.37109375))","('ball', 0.8933178782463074, (584.8692626953125, 696.7472534179688, 145.1533660888672, 47.67543411254883))","('face', 0.7362939119338989, (445.601806640625, 324.577880859375, 82.78759002685547, 95.71090698242188))"
"('dice', 0.9966943264007568, (567.7313842773438, 145.89076232910156, 69.08723449707031, 111.82228088378906))","('map', 0.9939667582511902, (1185.6328125, 211.56658935546875, 162.90206909179688, 224.6358642578125))","('ball', 0.9324420690536499, (584.3973999023438, 698.5283203125, 139.04840087890625, 43.30577087402344))","('key', 0.9065632224082947, (851.3656616210938, 157.05335998535156, 122.9585189819336, 66.17168426513672))","('face', 0.599144697189331, (445.85650634765625, 328.4895935058594, 81.34505462646484, 93.68905639648438))"
"('dice', 0.9987931847572327, (567.90185546875, 151.78170776367188, 65.79487609863281, 110.70854949951172))","('map', 0.9953341484069824, (1186.56396484375, 213.9814453125, 159.28392028808594, 225.34996032714844))","('face', 0.9082407355308533, (440.7165832519531, 343.145263671875, 85.22808074951172, 92.52021789550781))","('ball', 0.8887471556663513, (586.4843139648438, 700.8013305664062, 147.2952880859375, 35.31279373168945))","('key', 0.8725595474243164, (852.0577392578125, 161.30076599121094, 125.16192626953125, 64.8601303100586))"
"('dice', 0.9978207349777222, (567.290283203125, 156.8523712158203, 66.4729995727539, 110.68152618408203))","('map', 0.9946259260177612, (1187.0914306640625, 216.08438110351562, 159.9073486328125, 225.34996032714844))","('key', 0.9148224592208862, (854.884765625, 168.7595977783203, 126.16667938232422, 62.634796142578125))","('ball', 0.880789577960968, (584.3973999023438, 701.9803466796875, 135.96006774902344, 31.851865768432617))","('face', 0.8572490215301514, (440.5952453613281, 347.9739990234375, 82.10323333740234, 94.74752044677734))","('cards', 0.33160534501075745, (861.6327514648438, 659.2203979492188, 111.0312271118164, 112.01354217529297))"
"('dice', 0.9962916970252991, (570.603271484375, 160.51287841796875, 65.69856262207031, 114.26465606689453))","('map', 0.9962562322616577, (1187.864501953125, 228.4498291015625, 163.49974060058594, 203.73587036132812))","('key', 0.9195108413696289, (854.64599609375, 172.4436798095703, 123.44730377197266, 62.634796142578125))","('ball', 0.8418513536453247, (584.1719970703125, 704.97119140625, 128.53598022460938, 30.977584838867188))","('face', 0.8369930386543274, (441.05157470703125, 350.7106018066406, 83.94771575927734, 92.52198791503906))"
"('map', 0.9990338683128357, (1188.2813720703125, 229.98251342773438, 161.3189697265625, 211.64500427246094))","('dice', 0.9931275248527527, (570.4490966796875, 163.1916961669922, 64.45930480957031, 115.95076751708984))","('key', 0.909351110458374, (856.7540893554688, 177.14964294433594, 125.10845947265625, 64.90765380859375))","('face', 0.8144810199737549, (440.374755859375, 353.082275390625, 83.60002136230469, 96.07524871826172))","('ball', 0.7827056050300598, (582.7343139648438, 706.3409423828125, 135.29782104492188, 28.860191345214844))","('cards', 0.5559844374656677, (853.9652099609375, 670.066162109375, 108.3615951538086, 105.06013488769531))"
"('map', 0.9968042373657227, (1189.3173828125, 231.67764282226562, 160.96490478515625, 220.02227783203125))","('dice', 0.9789179563522339, (573.2685546875, 168.86280822753906, 66.5379409790039, 117.21736145019531))","('key', 0.9017447829246521, (855.4849853515625, 180.18067932128906, 123.23651123046875, 64.76519012451172))","('face', 0.834685206413269, (440.36474609375, 356.3983154296875, 79.30565643310547, 95.26504516601562))","('ball', 0.8152610063552856, (582.5621948242188, 707.2327270507812, 137.22727966308594, 26.354598999023438))","('cards', 0.37900760769844055, (855.84765625, 669.905517578125, 106.27867126464844, 102.84589385986328))"
"('map', 0.9984695315361023, (1189.4443359375, 231.78321838378906, 158.70167541503906, 224.58102416992188))","('dice', 0.9969770908355713, (572.0899658203125, 170.79220581054688, 67.25656127929688, 117.70487213134766))","('key', 0.9025229215621948, (856.3048095703125, 181.89154052734375, 123.25155639648438, 64.43399047851562))","('face', 0.8986599445343018, (440.1412658691406, 363.9158020019531, 80.57420349121094, 96.0136947631836))","('ball', 0.8418307900428772, (581.9150390625, 708.9390258789062, 142.2069091796875, 22.509288787841797))","('cards', 0.42839086055755615, (855.3946533203125, 672.8504028320312, 108.26904296875, 101.88372802734375))"
"('map', 0.9984627962112427, (1190.0767822265625, 233.9986114501953, 159.2450408935547, 228.73110961914062))","('dice', 0.9978020787239075, (571.130126953125, 172.93600463867188, 67.48683166503906, 115.54102325439453))","('face', 0.9613022804260254, (436.9425048828125, 366.8826904296875, 81.6036376953125, 93.91197967529297))","('ball', 0.920806348323822, (579.927978515625, 709.9573364257812, 145.7926483154297, 20.991209030151367))","('key', 0.8649277687072754, (855.873291015625, 185.18740844726562, 124.8338623046875, 64.70197296142578))","('cards', 0.49483826756477356, (854.2931518554688, 674.0110473632812, 110.39772033691406, 98.01950073242188))"
"('dice', 0.9986858367919922, (571.1473999023438, 175.1358642578125, 63.61507797241211, 114.64188385009766))","('map', 0.9981735944747925, (1189.98583984375, 236.08966064453125, 159.089599609375, 223.97869873046875))","('face', 0.9630438089370728, (435.8868103027344, 370.3996887207031, 80.5545425415039, 93.26399993896484))","('ball', 0.9019426703453064, (581.950439453125, 710.4854125976562, 142.41537475585938, 20.22651481628418))","('key', 0.8724008798599243, (856.0584716796875, 186.56765747070312, 128.01280212402344, 64.89180755615234))"
"('dice', 0.9991357922554016, (570.8325805664062, 177.5714569091797, 66.40811157226562, 115.62568664550781))","('map', 0.9982112646102905, (1189.110107421875, 236.8781280517578, 160.1026611328125, 222.942138671875))","('face', 0.9667505621910095, (433.38177490234375, 372.5445861816406, 81.96304321289062, 94.83430480957031))","('ball', 0.8903198838233948, (580.0020751953125, 710.6493530273438, 140.20742797851562, 18.697336196899414))","('key', 0.7842965126037598, (854.1669921875, 188.33566284179688, 127.91127014160156, 65.57662963867188))"
"('dice', 0.9991369843482971, (570.32373046875, 179.57489013671875, 65.95570373535156, 112.65804290771484))","('map', 0.9984659552574158, (1188.6458740234375, 237.34817504882812, 163.26040649414062, 220.6139373779297))","('face', 0.9705493450164795, (430.4540710449219, 373.2117919921875, 80.1817398071289, 95.56935119628906))","('ball', 0.8615657091140747, (578.8873291015625, 710.6524658203125, 140.68746948242188, 18.871604919433594))","('key', 0.8559560775756836, (854.0905151367188, 188.9420623779297, 128.49029541015625, 65.22535705566406))","('cards', 0.5319247245788574, (855.2709350585938, 673.5205078125, 110.3152084350586, 97.2270278930664))"
"('dice', 0.9990615248680115, (568.6504516601562, 178.7487030029297, 67.42095947265625, 112.08193969726562))","('map', 0.9983038902282715, (1187.910888671875, 237.96189880371094, 163.34014892578125, 217.67138671875))","('face', 0.9687073230743408, (428.9768981933594, 374.41864013671875, 81.30535125732422, 95.85413360595703))","('ball', 0.9033151268959045, (578.6658325195312, 710.4273681640625, 139.4563751220703, 19.461149215698242))","('key', 0.8653554916381836, (853.7374267578125, 188.6641845703125, 127.8956527709961, 64.76519012451172))","('cards', 0.2634086310863495, (853.5863647460938, 673.1212768554688, 111.18551635742188, 97.49146270751953))"
"('dice', 0.9993646740913391, (568.9548950195312, 178.124755859375, 64.52228546142578, 110.19619750976562))","('map', 0.9977265000343323, (1187.818359375, 236.26844787597656, 160.3373565673828, 220.88340759277344))","('face', 0.9801722168922424, (428.8981628417969, 374.12060546875, 81.12689208984375, 96.54698181152344))","('ball', 0.9161275625228882, (578.1597290039062, 710.29541015625, 144.23489379882812, 19.893495559692383))","('key', 0.8746113777160645, (852.6787109375, 187.5424346923828, 128.96170043945312, 65.17760467529297))","('cards', 0.28160956501960754, (854.54638671875, 672.5956420898438, 111.76468658447266, 98.20513153076172))"
"('dice', 0.9989565014839172, (568.8065185546875, 175.85191345214844, 66.14920806884766, 112.1640625))","('map', 0.997418999671936, (1188.1356201171875, 236.2895965576172, 161.24021911621094, 221.96456909179688))","('face', 0.9816407561302185, (427.6295471191406, 373.9906921386719, 80.3385009765625, 97.64331817626953))","('ball', 0.9184958338737488, (578.630126953125, 710.0260009765625, 143.88319396972656, 19.75796890258789))","('key', 0.8892273306846619, (853.0895385742188, 186.4359130859375, 127.32707214355469, 63.96378707885742))","('cards', 0.41752687096595764, (853.2969970703125, 672.501708984375, 111.45303344726562, 99.28091430664062))"
"('dice', 0.9971340298652649, (567.9661865234375, 175.07376098632812, 67.19091033935547, 115.69628143310547))","('map', 0.9967496395111084, (1188.6458740234375, 235.27728271484375, 162.3858642578125, 223.1599884033203))","('face', 0.9864929914474487, (427.26495361328125, 373.83978271484375, 81.54389190673828, 98.45720672607422))","('key', 0.9049546718597412, (851.9351806640625, 185.41244506835938, 125.58279418945312, 66.30105590820312))","('ball', 0.8903126120567322, (577.01025390625, 709.8068237304688, 142.13748168945312, 20.157499313354492))"
"('dice', 0.9973042607307434, (568.1752319335938, 175.00892639160156, 68.04936218261719, 115.484619140625))","('map', 0.9971268177032471, (1188.343017578125, 235.01666259765625, 162.42552185058594, 223.81472778320312))","('face', 0.9878660440444946, (427.3800048828125, 373.01458740234375, 81.52398681640625, 98.08833312988281))","('key', 0.9004467725753784, (851.4456176757812, 185.0619659423828, 124.12728118896484, 67.21373748779297))","('ball', 0.885654866695404, (576.7571411132812, 710.1409912109375, 142.34585571289062, 19.912933349609375))","('cards', 0.3506582975387573, (854.07958984375, 671.894287109375, 109.03166198730469, 97.70292663574219))"
"('dice', 0.9979315400123596, (567.5862426757812, 174.88002014160156, 69.03665161132812, 114.78190612792969))","('map', 0.9973631501197815, (1188.4425048828125, 235.5208282470703, 161.39776611328125, 225.07504272460938))","('face', 0.9834913611412048, (427.20196533203125, 373.85858154296875, 82.76737976074219, 98.05540466308594))","('key', 0.896817684173584, (852.407958984375, 185.26858520507812, 124.40791320800781, 67.90648651123047))","('ball', 0.8948087096214294, (577.2987670898438, 709.6648559570312, 141.03135681152344, 20.335447311401367))"
"('dice', 0.9981183409690857, (568.0408325195312, 175.27272033691406, 65.60240173339844, 114.37628936767578))","('map', 0.9977127909660339, (1187.8297119140625, 233.98919677734375, 160.02450561523438, 229.5142364501953))","('face', 0.9842357039451599, (428.7944030761719, 374.29754638671875, 81.6036376953125, 98.86669921875))","('ball', 0.9416640400886536, (577.6869506835938, 710.0726928710938, 151.0830841064453, 20.46493911743164))","('key', 0.9028046727180481, (851.8233642578125, 185.0121307373047, 123.05611419677734, 66.57679748535156))"
"('map', 0.9986317753791809, (1187.4825439453125, 234.66136169433594, 160.1026611328125, 228.3405303955078))","('dice', 0.9977952837944031, (567.934814453125, 175.61329650878906, 64.42784118652344, 113.62483215332031))","('face', 0.9849491715431213, (429.1042785644531, 373.10174560546875, 81.86305236816406, 98.47523498535156))","('ball', 0.9173141121864319, (576.2225341796875, 709.9197998046875, 149.03155517578125, 19.67133140563965))","('key', 0.8704535961151123, (851.9861450195312, 185.33778381347656, 123.59053802490234, 66.72325134277344))","('cards', 0.33153825998306274, (852.465087890625, 670.9052124023438, 109.36824798583984, 98.574462890625))"
"('map', 0.9981342554092407, (1186.802001953125, 234.4377899169922, 163.26040649414062, 229.85067749023438))","('dice', 0.9968460202217102, (567.342041015625, 174.9501953125, 66.2138442993164, 115.090576171875))","('face', 0.9746747016906738, (428.62054443359375, 372.88287353515625, 80.02528381347656, 95.83804321289062))","('ball', 0.9149135947227478, (576.4268798828125, 709.9354248046875, 147.15150451660156, 19.738683700561523))","('key', 0.8731030821800232, (851.8893432617188, 185.0003662109375, 123.1011962890625, 65.19351959228516))"
"('map', 0.9983407855033875, (1186.6014404296875, 234.20733642578125, 164.5810546875, 228.17335510253906))","('dice', 0.9964331984519958, (567.385498046875, 175.18630981445312, 66.73316192626953, 117.4751968383789))","('face', 0.9757962226867676, (430.4357604980469, 372.0572509765625, 81.22598266601562, 95.81318664550781))","('key', 0.8973553776741028, (851.7017822265625, 184.91490173339844, 120.17251586914062, 64.2141342163086))","('ball', 0.8615522384643555, (574.2572021484375, 709.7785034179688, 153.0880889892578, 20.1181697845459))"
"('map', 0.9971593022346497, (1186.318359375, 233.57937622070312, 166.19615173339844, 228.4520721435547))","('dice', 0.993772029876709, (567.90185546875, 174.53082275390625, 66.60295104980469, 116.88871765136719))","('face', 0.9754285216331482, (431.2173156738281, 372.0880126953125, 81.00814056396484, 96.42037200927734))","('key', 0.8682010769844055, (851.8279418945312, 184.19692993164062, 105.67919921875, 51.1108283996582))","('ball', 0.8222182393074036, (574.851806640625, 709.9697875976562, 150.8619384765625, 20.295766830444336))"
"('map', 0.9979134798049927, (1186.4716796875, 234.26467895507812, 165.1848602294922, 223.4871063232422))","('dice', 0.9948281645774841, (567.697021484375, 173.56979370117188, 66.4405517578125, 116.27677917480469))","('face', 0.9595169425010681, (432.02398681640625, 373.7470397949219, 76.24888610839844, 98.08234405517578))","('key', 0.9169213771820068, (850.1378784179688, 184.47213745117188, 119.08096313476562, 63.605621337890625))","('ball', 0.8856369853019714, (574.84130859375, 709.4680786132812, 149.7610321044922, 20.868574142456055))"
"('map', 0.9977505207061768, (1186.677001953125, 233.98919677734375, 165.305908203125, 224.0334014892578))","('dice', 0.9916409850120544, (567.8181762695312, 174.26229858398438, 69.15473937988281, 113.99994659423828))","('face', 0.9672107100486755, (434.79974365234375, 372.0780029296875, 80.08392333984375, 94.50566864013672))","('key', 0.9092150926589966, (850.4326171875, 184.64393615722656, 119.40483093261719, 64.22981262207031))","('ball', 0.8615477681159973, (575.04052734375, 709.44091796875, 152.4168243408203, 20.71628761291504))"
