"('dice', 0.9325246810913086, (666.0596923828125, 51.501766204833984, 85.7498550415039, 116.19164276123047))","('face', 0.8281939029693604, (962.762451171875, 90.8017349243164, 80.59387969970703, 88.77240753173828))"
"('dice', 0.880035400390625, (666.6083984375, 51.80736541748047, 86.25377655029297, 118.02139282226562))","('face', 0.7511569261550903, (955.9863891601562, 93.24143981933594, 78.32432556152344, 89.47138977050781))"
"('dice', 0.8497028946876526, (665.3333129882812, 49.90851593017578, 82.34412384033203, 108.9123764038086))","('face', 0.7652079463005066, (953.5025634765625, 96.41038513183594, 80.69232177734375, 95.50520324707031))"
"('dice', 0.87851482629776, (666.867919921875, 51.48216247558594, 83.071044921875, 108.79277801513672))","('face', 0.32841429114341736, (924.4152221679688, 97.76234436035156, 68.1823959350586, 90.82490539550781))"
"('dice', 0.8116616010665894, (666.3739013671875, 51.65563201904297, 82.84825134277344, 110.25001525878906))","('face', 0.48132994771003723, (921.29443359375, 99.51721954345703, 70.74285888671875, 87.92044067382812))"
"('dice', 0.5301271080970764, (664.8267822265625, 49.30620193481445, 79.09295654296875, 105.09220123291016))","('face', 0.4482281804084778, (920.32275390625, 100.5359878540039, 70.39827728271484, 88.78053283691406))"
"('face', 0.7144889831542969, (910.215576171875, 105.70952606201172, 65.73065185546875, 91.81352996826172))","('dice', 0.4623762369155884, (665.89501953125, 49.29229736328125, 79.96669006347656, 102.40116882324219))"
"('dice', 0.7530902028083801, (665.9009399414062, 49.83088302612305, 80.8500747680664, 104.65692901611328))","('face', 0.6882186532020569, (902.378662109375, 103.60542297363281, 69.47627258300781, 89.14977264404297))"
"('dice', 0.8054952025413513, (665.2064208984375, 49.08564758300781, 78.49662017822266, 101.25140380859375))","('face', 0.660810649394989, (901.2578125, 102.85856628417969, 72.5089340209961, 88.13265991210938))"
"('dice', 0.799504280090332, (665.9174194335938, 48.205238342285156, 78.3817138671875, 100.3776626586914))","('face', 0.6978356838226318, (899.5154418945312, 103.10724639892578, 78.99647521972656, 85.93620300292969))"
"('dice', 0.8201913237571716, (666.0777587890625, 48.7812614440918, 78.34345245361328, 101.31322479248047))","('face', 0.6318339109420776, (897.0040283203125, 102.34983825683594, 80.57420349121094, 88.48030090332031))"
"('dice', 0.8321771025657654, (666.756103515625, 49.13304138183594, 78.07613372802734, 103.72846984863281))","('face', 0.6465179324150085, (895.4200439453125, 102.07849884033203, 80.59387969970703, 90.46805572509766))"
"('dice', 0.7920013666152954, (667.1595458984375, 48.741886138916016, 78.65008544921875, 101.46793365478516))","('face', 0.4489228427410126, (894.1434326171875, 102.93285369873047, 86.359130859375, 93.28215789794922))"
"('dice', 0.6210845112800598, (668.6596069335938, 49.69525146484375, 81.98304748535156, 110.35774230957031))","('face', 0.5950782895088196, (878.1224975585938, 99.33409881591797, 70.41546630859375, 94.5027847290039))"
"('dice', 0.9275073409080505, (667.3896484375, 50.47657012939453, 84.73015594482422, 110.78966522216797))","('face', 0.5415184497833252, (872.5013427734375, 99.18631744384766, 67.15811157226562, 91.81842803955078))","('key', 0.2951335906982422, (1022.8516845703125, 94.87639617919922, 113.1636962890625, 83.48562622070312))"
"('dice', 0.9565796256065369, (666.5502319335938, 50.2518196105957, 82.34412384033203, 112.1503677368164))","('face', 0.5913448333740234, (871.224365234375, 97.13037109375, 70.95042419433594, 91.93338775634766))","('key', 0.3183530867099762, (1038.1812744140625, 96.95947265625, 115.96800994873047, 83.90962982177734))"
"('dice', 0.9590354561805725, (666.9036254882812, 50.828922271728516, 84.46166229248047, 114.78190612792969))","('face', 0.6606975793838501, (863.3716430664062, 98.61019134521484, 69.59510040283203, 93.9270248413086))","('key', 0.4012759029865265, (1038.0894775390625, 96.06329345703125, 119.35382843017578, 83.83284759521484))"
"('dice', 0.9474649429321289, (666.394775390625, 50.52762985229492, 83.68170928955078, 112.8782958984375))","('face', 0.4684313237667084, (846.9229736328125, 96.06708526611328, 73.07762908935547, 95.21128845214844))","('key', 0.3995566964149475, (1021.7831420898438, 91.81475830078125, 121.90489196777344, 81.42237091064453))"
"('dice', 0.9383177161216736, (665.6153564453125, 50.68971633911133, 82.90895080566406, 113.34776306152344))","('key', 0.475355327129364, (1037.3082275390625, 94.17647552490234, 124.99397277832031, 85.29867553710938))","('face', 0.38441231846809387, (845.7424926757812, 96.8156967163086, 76.45393371582031, 99.39004516601562))"
"('dice', 0.9371415972709656, (665.2462158203125, 50.89543151855469, 82.90895080566406, 114.09739685058594))","('key', 0.5123082399368286, (1037.071044921875, 94.2658920288086, 128.14569091796875, 84.44911193847656))","('ball', 0.28732389211654663, (363.0415344238281, 156.13304138183594, 58.247718811035156, 40.956058502197266))"
"('dice', 0.9388849139213562, (664.6619262695312, 50.97565460205078, 82.84825134277344, 114.59989929199219))","('key', 0.585310161113739, (1037.5548095703125, 93.60851287841797, 128.1613311767578, 83.16522979736328))","('face', 0.36734452843666077, (822.8280029296875, 92.73194885253906, 72.65069580078125, 91.27365112304688))"
"('dice', 0.9598791599273682, (663.8651123046875, 50.99372863769531, 82.00306701660156, 115.18895721435547))","('key', 0.566211998462677, (1037.84619140625, 93.85657501220703, 128.22393798828125, 84.57290649414062))","('face', 0.5242720246315002, (802.8064575195312, 96.10918426513672, 67.02706909179688, 95.0893325805664))"
"('dice', 0.9311739802360535, (664.0562744140625, 51.00814437866211, 82.1433334350586, 114.09739685058594))","('key', 0.6873775720596313, (1037.6842041015625, 93.45281982421875, 134.11532592773438, 83.884033203125))","('face', 0.3095659613609314, (796.3433227539062, 95.42745208740234, 73.93904876708984, 97.30717468261719))"
"('dice', 0.9133114218711853, (664.0753173828125, 51.219749450683594, 87.1002197265625, 114.57192993164062))","('key', 0.7059041261672974, (1037.4166259765625, 93.32640838623047, 133.16912841796875, 83.3379898071289))"
"('dice', 0.81829833984375, (663.9781494140625, 51.18507766723633, 86.04345703125, 115.7386474609375))","('key', 0.62883061170578, (1037.2459716796875, 93.14739227294922, 131.87498474121094, 85.15302276611328))"
"('dice', 0.7473288774490356, (664.77197265625, 51.649330139160156, 85.54076385498047, 118.54118347167969))","('key', 0.6462486386299133, (1037.33349609375, 93.53691101074219, 133.21791076660156, 84.5316162109375))"
"('dice', 0.6534995436668396, (666.4337158203125, 52.44306945800781, 83.76346588134766, 116.91725158691406))","('key', 0.6346284747123718, (1037.0533447265625, 93.05370330810547, 132.14892578125, 83.40413665771484))"
"('key', 0.6671721935272217, (1037.6634521484375, 93.0599365234375, 134.3283233642578, 84.08394622802734))","('dice', 0.43688738346099854, (664.108642578125, 62.146793365478516, 89.30735778808594, 114.76789093017578))"
"('key', 0.7000924944877625, (1037.697998046875, 92.90770721435547, 135.43145751953125, 85.02318572998047))","('face', 0.47519204020500183, (658.8421630859375, 52.46864318847656, 69.98699951171875, 110.1020736694336))"
"('key', 0.7164438366889954, (1037.7891845703125, 92.38188934326172, 136.69375610351562, 85.36116790771484))","('face', 0.38868850469589233, (662.7410278320312, 63.381526947021484, 70.14094543457031, 119.03419494628906))"
"('key', 0.7149340510368347, (1037.3524169921875, 92.96660614013672, 136.12759399414062, 82.7348861694336))","('face', 0.47105875611305237, (660.0744018554688, 66.68119812011719, 68.34906005859375, 114.89405059814453))"
"('key', 0.7005245685577393, (1037.365234375, 92.58203125, 134.3611297607422, 83.83284759521484))","('face', 0.6704476475715637, (661.958251953125, 73.10374450683594, 75.30538940429688, 109.13862609863281))"
"('key', 0.6943010091781616, (1037.7608642578125, 92.66756439208984, 135.2827606201172, 85.45500183105469))","('face', 0.5298011302947998, (659.72119140625, 75.317138671875, 73.83081817626953, 106.37643432617188))"
"('key', 0.7187826633453369, (1037.34619140625, 93.00079345703125, 135.87857055664062, 84.06341552734375))","('face', 0.5083444714546204, (658.99853515625, 74.58583068847656, 73.47119903564453, 102.18888854980469))"
"('key', 0.6978588104248047, (1037.3145751953125, 93.31065368652344, 137.1785125732422, 84.75376892089844))","('face', 0.349084734916687, (666.0028686523438, 78.23555755615234, 82.32402801513672, 101.28849792480469))"
"('ball', 0.7122619152069092, (358.7309265136719, 118.44173431396484, 58.21928405761719, 47.75697708129883))","('key', 0.660435140132904, (1037.34619140625, 93.62764739990234, 135.99472045898438, 87.75959777832031))","('face', 0.35962456464767456, (670.9909057617188, 78.89474487304688, 87.44111633300781, 101.4493637084961))"
"('key', 0.6434235572814941, (1037.283203125, 94.87969970703125, 138.84637451171875, 88.70199584960938))","('dice', 0.5918892025947571, (657.7489013671875, 3.1783664226531982, 59.872493743896484, 5.197554111480713))","('face', 0.30137404799461365, (658.6212158203125, 96.50028991699219, 84.25570678710938, 90.50532531738281))","('ball', 0.27604860067367554, (367.875, 129.27951049804688, 62.742919921875, 45.609683990478516))"
"('key', 0.6390352249145508, (1037.283203125, 94.08728790283203, 137.21200561523438, 87.79442596435547))"
"('key', 0.5885428786277771, (1037.534912109375, 93.9515609741211, 138.237548828125, 89.21509552001953))","('face', 0.35045114159584045, (626.6153564453125, 95.50260925292969, 58.176658630371094, 75.77703094482422))"
"('key', 0.5466532707214355, (1037.6087646484375, 94.3473892211914, 135.84539794921875, 89.17970275878906))","('face', 0.36544597148895264, (623.6754150390625, 95.0221176147461, 82.10323333740234, 86.37792205810547))"
"('key', 0.5994964241981506, (1037.1302490234375, 93.57984924316406, 136.57699584960938, 87.80782318115234))","('dice', 0.5514763593673706, (671.9644775390625, 3.7578625679016113, 54.03749465942383, 5.157106399536133))"
"('dice', 0.693030059337616, (675.295654296875, 3.5473508834838867, 62.77648162841797, 5.362542152404785))","('key', 0.6160686612129211, (1036.783447265625, 93.0942611694336, 134.13169860839844, 87.7381820678711))"
"('key', 0.6297102570533752, (1037.142333984375, 93.40850830078125, 137.4467010498047, 89.66545867919922))","('dice', 0.3189983665943146, (674.1571044921875, 5.489565849304199, 65.72496795654297, 10.316401481628418))"
"('key', 0.6340417265892029, (1037.1302490234375, 93.1161117553711, 138.69390869140625, 89.44954681396484))"
"('key', 0.6111881136894226, (1037.124267578125, 93.6419906616211, 140.63746643066406, 89.758544921875))"
"('key', 0.6070986390113831, (1036.9609375, 94.7872085571289, 138.897216796875, 89.65998840332031))","('face', 0.26038435101509094, (563.0137329101562, 100.56432342529297, 84.50291442871094, 91.98249816894531))"
"('key', 0.5971261858940125, (1037.295654296875, 93.94672393798828, 142.27789306640625, 91.56798553466797))","('face', 0.33390384912490845, (676.0686645507812, 38.86087417602539, 67.45316314697266, 75.22404479980469))"
"('key', 0.6110125184059143, (1036.89892578125, 94.3473892211914, 140.86082458496094, 89.61895751953125))","('face', 0.3165406286716461, (671.2146606445312, 50.243648529052734, 78.59249877929688, 102.6765365600586))","('dice', 0.30504000186920166, (671.2146606445312, 50.243648529052734, 78.59249877929688, 102.6765365600586))"
"('key', 0.6609373092651367, (1037.076904296875, 94.0937728881836, 141.80972290039062, 88.88355255126953))","('dice', 0.5547747015953064, (667.5379028320312, 51.37957000732422, 80.73173522949219, 110.31732177734375))"
"('dice', 0.6913038492202759, (669.4155883789062, 50.91743087768555, 76.45393371582031, 109.21858215332031))","('key', 0.5998910069465637, (1037.076904296875, 94.2349853515625, 142.60826110839844, 90.81658935546875))"
"('dice', 0.7524007558822632, (668.1198120117188, 51.00814437866211, 80.08392333984375, 107.64350891113281))","('key', 0.5698688626289368, (1037.43603515625, 94.99724578857422, 141.77511596679688, 89.44954681396484))"
"('dice', 0.8207076191902161, (670.4949340820312, 50.53544616699219, 80.14259338378906, 108.44804382324219))","('key', 0.5710867643356323, (1037.2459716796875, 94.42252349853516, 138.62620544433594, 87.81317901611328))"
"('dice', 0.8761212229728699, (669.3924560546875, 50.1655158996582, 79.96669006347656, 112.75435638427734))","('key', 0.6254228949546814, (1037.1663818359375, 94.2838134765625, 139.59413146972656, 89.62168884277344))","('ball', 0.3327469527721405, (271.927734375, 126.07302856445312, 54.00201416015625, 47.59547805786133))"
"('dice', 0.8746830224990845, (670.2506103515625, 50.40119171142578, 78.80384826660156, 114.73988342285156))","('key', 0.6035218834877014, (1037.1845703125, 93.98544311523438, 138.3050537109375, 89.1035385131836))"
"('dice', 0.8964840769767761, (669.0503540039062, 50.144805908203125, 77.63894653320312, 114.30651092529297))","('key', 0.6229014992713928, (1037.3843994140625, 93.59577178955078, 140.55165100097656, 90.29015350341797))"
"('dice', 0.8863765597343445, (668.7999267578125, 50.504112243652344, 79.73275756835938, 116.12074279785156))","('key', 0.5858147144317627, (1037.8389892578125, 93.82926177978516, 139.06687927246094, 88.48030090332031))","('ball', 0.39420273900032043, (269.95623779296875, 125.092041015625, 55.09400177001953, 45.786094665527344))"
"('dice', 0.8468055725097656, (668.143310546875, 50.810302734375, 81.36491394042969, 114.79591369628906))","('key', 0.6882452368736267, (1037.462158203125, 94.16673278808594, 140.58596801757812, 88.7534408569336))","('ball', 0.26264941692352295, (268.6130676269531, 125.14942932128906, 53.190757751464844, 46.44755172729492))"
"('dice', 0.8460805416107178, (667.7953491210938, 50.405181884765625, 79.61605072021484, 115.37190246582031))","('key', 0.6470583081245422, (1037.442626953125, 94.08891296386719, 140.41445922851562, 88.09770202636719))","('ball', 0.27809664607048035, (267.6050109863281, 125.71443939208984, 54.585243225097656, 46.195926666259766))"
"('dice', 0.8640395998954773, (668.205078125, 50.48838806152344, 80.27967834472656, 115.1749038696289))","('key', 0.6725888252258301, (1037.4818115234375, 93.61328887939453, 142.85218811035156, 89.05460357666016))"
"('dice', 0.8741145730018616, (667.1328125, 50.47262191772461, 81.54389190673828, 115.090576171875))","('key', 0.708896279335022, (1037.4036865234375, 93.98381805419922, 142.34738159179688, 87.2149429321289))","('ball', 0.2642982602119446, (267.5104675292969, 126.527587890625, 54.99992752075195, 46.22835922241211))"
"('dice', 0.8781508803367615, (666.7501831054688, 51.07252502441406, 82.4447021484375, 116.91725158691406))","('key', 0.7144602537155151, (1037.1483154296875, 94.5551986694336, 142.29525756835938, 87.17236328125))"
"('dice', 0.8863078355789185, (667.9989624023438, 50.899105072021484, 81.26565551757812, 116.16327667236328))","('key', 0.6222401261329651, (1037.1724853515625, 93.89035034179688, 140.1575927734375, 87.07665252685547))"
"('dice', 0.8863406777381897, (667.9075927734375, 50.76161575317383, 81.10709381103516, 115.54102325439453))","('key', 0.6263102889060974, (1037.442626953125, 93.4988021850586, 142.2257843017578, 89.18243408203125))"
"('dice', 0.906079888343811, (667.5408935546875, 51.07607650756836, 80.73173522949219, 117.13153839111328))","('key', 0.6641786098480225, (1037.215087890625, 93.12549591064453, 141.0500946044922, 88.7615737915039))"
"('dice', 0.899236261844635, (668.0166625976562, 51.20244216918945, 81.66343688964844, 118.19440460205078))","('key', 0.7037076354026794, (1037.488525390625, 93.37373352050781, 140.67181396484375, 85.53327178955078))"
"('dice', 0.8942233920097351, (667.2620849609375, 51.08673095703125, 81.00814056396484, 116.9886474609375))","('key', 0.717613160610199, (1037.7119140625, 93.47341918945312, 142.86962890625, 86.71599578857422))","('ball', 0.2538268566131592, (266.44287109375, 130.37234497070312, 55.784278869628906, 47.754066467285156))"
"('dice', 0.8527485132217407, (668.001953125, 51.4195442199707, 81.80311584472656, 120.43733215332031))","('key', 0.7048741579055786, (1037.34619140625, 94.36534118652344, 144.85400390625, 86.5784912109375))","('ball', 0.29581665992736816, (266.38177490234375, 130.44485473632812, 55.55323028564453, 48.44395065307617))"
"('dice', 0.8562331795692444, (666.9036254882812, 50.83263397216797, 80.27967834472656, 116.67488098144531))","('key', 0.6889119744300842, (1037.488525390625, 94.12294006347656, 144.04290771484375, 84.3924331665039))"
"('dice', 0.851274311542511, (666.4217529296875, 51.254188537597656, 80.10346984863281, 119.93850708007812))","('key', 0.7346130013465881, (1037.4166259765625, 93.5146713256836, 142.66049194335938, 85.06471252441406))"
"('dice', 0.8672160506248474, (668.8815307617188, 51.452606201171875, 77.88574981689453, 120.8201904296875))","('key', 0.6952134370803833, (1037.5281982421875, 93.2100601196289, 141.4639434814453, 84.23291015625))"
"('dice', 0.8138738870620728, (669.9852294921875, 51.67449951171875, 79.94717407226562, 121.20426177978516))","('key', 0.7324341535568237, (1037.208984375, 92.80885314941406, 141.1534423828125, 85.36116790771484))","('ball', 0.38124987483024597, (272.1360168457031, 150.18247985839844, 51.31565856933594, 45.97441482543945))"
"('dice', 0.8432060480117798, (669.3317260742188, 51.14315414428711, 82.1433334350586, 115.56924438476562))","('key', 0.7144985795021057, (1037.7537841796875, 93.73788452148438, 141.5157470703125, 85.53849029541016))","('ball', 0.3739326596260071, (273.549072265625, 150.1412353515625, 51.69288635253906, 45.64031219482422))"
"('dice', 0.8069673776626587, (669.438720703125, 51.14665603637695, 84.35862731933594, 114.44612121582031))","('key', 0.7565779089927673, (1037.5953369140625, 93.48928833007812, 142.83474731445312, 83.71013641357422))","('ball', 0.3191761076450348, (273.1017150878906, 151.19476318359375, 52.8026008605957, 45.216434478759766))"
"('dice', 0.8014733791351318, (668.8931274414062, 51.879737854003906, 84.64745330810547, 117.31755828857422))","('key', 0.7482406497001648, (1037.77490234375, 93.95478820800781, 144.58901977539062, 87.31614685058594))"
"('dice', 0.7704985737800598, (668.5192260742188, 51.409584045410156, 82.0230941772461, 113.95819854736328))","('key', 0.7122427821159363, (1037.6429443359375, 93.79396057128906, 143.58645629882812, 86.0359115600586))"
"('dice', 0.7096607685089111, (668.744384765625, 51.35609436035156, 80.12303161621094, 112.7268295288086))","('key', 0.7074755430221558, (1037.5682373046875, 93.40692138671875, 141.75779724121094, 85.09587097167969))"
"('key', 0.7208828926086426, (1037.4490966796875, 94.12130737304688, 142.0696258544922, 85.04914093017578))","('dice', 0.5624086260795593, (667.1907958984375, 50.91376495361328, 80.98837280273438, 111.1147232055664))"
"('key', 0.6780188083648682, (1037.2459716796875, 93.97091674804688, 141.27410888671875, 85.24662780761719))","('dice', 0.46420788764953613, (668.6392211914062, 51.08673095703125, 82.18345642089844, 110.76261901855469))"
"('key', 0.6778884530067444, (1037.1064453125, 94.14239501953125, 140.68898010253906, 86.30414581298828))","('dice', 0.31944945454597473, (667.7096557617188, 58.688568115234375, 80.20130920410156, 127.23823547363281))","('face', 0.30874326825141907, (670.6646118164062, 51.00454330444336, 81.68336486816406, 107.42035675048828))","('ball', 0.27982014417648315, (271.4634094238281, 150.78695678710938, 52.519752502441406, 43.60415267944336))"
"('key', 0.6785217523574829, (1037.4556884765625, 94.0937728881836, 142.521240234375, 86.2514877319336))","('face', 0.5409236550331116, (672.8528442382812, 49.575130462646484, 84.54418182373047, 103.62088775634766))","('ball', 0.36480265855789185, (270.2538757324219, 150.63185119628906, 51.29060745239258, 44.088531494140625))"
"('key', 0.6670438647270203, (1037.0946044921875, 94.61431121826172, 141.75779724121094, 85.71095275878906))","('dice', 0.3261699080467224, (673.7470703125, 50.304691314697266, 87.2705078125, 105.43270874023438))","('face', 0.3050144910812378, (673.7470703125, 50.304691314697266, 87.2705078125, 105.43270874023438))"
"('key', 0.6767154932022095, (1037.54150390625, 94.98563385009766, 144.81866455078125, 86.47286987304688))","('ball', 0.3007725477218628, (270.1055908203125, 151.63278198242188, 51.265567779541016, 44.156532287597656))"
"('key', 0.6789239048957825, (1037.2459716796875, 95.0436782836914, 143.34127807617188, 84.795166015625))","('ball', 0.28292226791381836, (270.2283020019531, 150.83706665039062, 52.14921951293945, 44.198326110839844))"
"('key', 0.6851573586463928, (1037.1663818359375, 94.64225006103516, 142.2431640625, 85.66388702392578))","('ball', 0.259725958108902, (271.29241943359375, 150.90310668945312, 52.4556770324707, 44.047515869140625))"
"('key', 0.6724520325660706, (1037.514892578125, 94.80701446533203, 145.03094482421875, 86.30414581298828))","('ball', 0.3040066361427307, (270.37249755859375, 151.81202697753906, 52.97045135498047, 44.13867950439453))","('face', 0.2544405162334442, (565.8589477539062, 90.07132720947266, 72.5089340209961, 88.4209213256836))"
"('key', 0.62972092628479, (1037.190673828125, 95.18821716308594, 142.39950561523438, 86.7530517578125))","('ball', 0.3468925356864929, (269.1417541503906, 151.70571899414062, 52.66098403930664, 44.20102310180664))","('face', 0.26592692732810974, (568.7719116210938, 89.15276336669922, 63.08852767944336, 77.4604721069336))"
"('key', 0.6858171224594116, (1037.0946044921875, 94.91278839111328, 143.7618408203125, 86.68424987792969))","('dice', 0.4812580347061157, (667.0, 18.256832122802734, 63.606624603271484, 31.152023315429688))","('face', 0.3215862810611725, (579.7413940429688, 94.1683578491211, 67.19091033935547, 93.70906829833984))","('ball', 0.2567238509654999, (268.7622375488281, 150.80865478515625, 51.629825592041016, 44.97233963012695))"
"('key', 0.6584495306015015, (1037.0826416015625, 94.27240753173828, 143.23634338378906, 86.04641723632812))","('dice', 0.50004643201828, (667.0460205078125, 17.963104248046875, 61.687294006347656, 30.97002410888672))","('face', 0.3197713792324066, (602.004150390625, 101.16374969482422, 79.5189208984375, 97.322021484375))"
"('key', 0.6884958744049072, (1037.501708984375, 94.47652435302734, 144.1484375, 87.2096176147461))","('dice', 0.5249460935592651, (666.3943481445312, 17.369853973388672, 59.4400749206543, 31.312149047851562))","('face', 0.3080289959907532, (601.365478515625, 100.43497467041016, 82.86848449707031, 96.5676040649414))","('ball', 0.26731690764427185, (269.2614440917969, 149.5748291015625, 51.680267333984375, 46.09171676635742))"
"('key', 0.7207955121994019, (1037.33349609375, 94.0145034790039, 141.17066955566406, 83.8993911743164))","('dice', 0.6750813722610474, (666.8883056640625, 16.725265502929688, 59.25171661376953, 31.673511505126953))","('face', 0.59163898229599, (605.107421875, 100.93892669677734, 82.04312133789062, 95.12415313720703))","('ball', 0.29100674390792847, (270.5257263183594, 149.11843872070312, 50.754974365234375, 45.877708435058594))"
"('face', 0.9321816563606262, (607.0525512695312, 101.59100341796875, 83.29443359375, 97.84616088867188))","('dice', 0.7453591823577881, (669.7150268554688, 16.421472549438477, 59.30961227416992, 31.750932693481445))","('key', 0.6818119287490845, (1037.2645263671875, 94.14726257324219, 140.44874572753906, 85.42371368408203))"
"('face', 0.9564521312713623, (608.764404296875, 101.16374969482422, 83.27409362792969, 99.12046813964844))","('dice', 0.7768504619598389, (669.2153930664062, 16.952444076538086, 60.27302169799805, 32.023406982421875))","('key', 0.6567220687866211, (1037.295654296875, 93.70108032226562, 139.27073669433594, 83.59780883789062))"
"('face', 0.9657501578330994, (617.5507202148438, 100.84895324707031, 93.92521667480469, 100.46347045898438))","('dice', 0.7963904142379761, (669.4902954101562, 16.095348358154297, 58.70456314086914, 30.894506454467773))","('key', 0.6642515063285828, (1037.27685546875, 93.19123840332031, 138.440185546875, 84.29461669921875))","('ball', 0.3106617033481598, (270.0447998046875, 148.01466369628906, 49.3256950378418, 47.56208419799805))"
"('face', 0.9816421866416931, (619.819580078125, 101.88517761230469, 90.37110900878906, 105.36194610595703))","('dice', 0.846627950668335, (669.4873657226562, 16.632957458496094, 59.42556381225586, 31.45005226135254))","('key', 0.7038272023200989, (1037.3780517578125, 93.5750732421875, 137.53060913085938, 84.48004150390625))"
"('face', 0.9819228649139404, (624.5474853515625, 102.613525390625, 92.0972900390625, 107.02769470214844))","('dice', 0.8548082709312439, (668.3662109375, 17.037391662597656, 61.39431381225586, 31.45005226135254))","('key', 0.6761764287948608, (1037.215087890625, 93.56234741210938, 137.9341278076172, 83.4754409790039))"
"('face', 0.9847297668457031, (625.9735717773438, 103.80072784423828, 91.21341705322266, 104.51648712158203))","('dice', 0.8344911336898804, (668.3984985351562, 16.982927322387695, 60.953731536865234, 30.61668586730957))","('key', 0.6844258904457092, (1037.390869140625, 93.59735870361328, 139.13479614257812, 84.07367706298828))","('ball', 0.34514981508255005, (268.59368896484375, 147.6124725341797, 48.77484130859375, 48.59794616699219))"
"('face', 0.9494441151618958, (644.3427734375, 103.36428833007812, 95.38102722167969, 110.5195083618164))","('dice', 0.825156569480896, (667.79931640625, 17.26848793029785, 63.242740631103516, 29.92205810546875))","('key', 0.6908742189407349, (1037.1845703125, 93.68829345703125, 137.91729736328125, 83.3227310180664))","('ball', 0.3040902018547058, (270.9225769042969, 146.9436798095703, 51.579429626464844, 49.29400634765625))"
"('face', 0.9479250311851501, (647.6807861328125, 104.18059539794922, 95.12522888183594, 110.89790344238281))","('dice', 0.7823435068130493, (666.9732055664062, 17.04059410095215, 63.56005859375, 29.980558395385742))","('key', 0.663294792175293, (1037.4166259765625, 94.07758331298828, 139.49191284179688, 84.29976654052734))"
"('face', 0.961927056312561, (648.904541015625, 104.66297149658203, 95.61418151855469, 106.06523895263672))","('dice', 0.7273991107940674, (666.388427734375, 17.281179428100586, 62.750579833984375, 29.667465209960938))","('key', 0.6652023792266846, (1037.7188720703125, 94.37187194824219, 139.79876708984375, 84.23291015625))"
"('face', 0.9798644185066223, (650.37060546875, 104.28785705566406, 97.94136810302734, 107.09303283691406))","('dice', 0.7318169474601746, (666.6213989257812, 17.05499267578125, 62.973114013671875, 29.47254753112793))","('key', 0.6868876814842224, (1037.7891845703125, 94.13428497314453, 137.8499755859375, 83.12462615966797))"
"('face', 0.9775994420051575, (651.9354858398438, 103.80072784423828, 97.52381134033203, 108.11759185791016))","('dice', 0.7855448126792908, (667.1502075195312, 16.90103530883789, 66.80580139160156, 28.544857025146484))","('key', 0.6398758888244629, (1037.3973388671875, 94.12454986572266, 136.7438201904297, 83.76123809814453))"
"('face', 0.9864841103553772, (653.653564453125, 103.12076568603516, 99.53231048583984, 109.4721908569336))","('dice', 0.7488790154457092, (667.74609375, 16.333251953125, 65.8262939453125, 28.489160537719727))","('key', 0.6954840421676636, (1037.302001953125, 92.8705825805664, 132.40728759765625, 82.94217681884766))"
"('face', 0.9874776005744934, (654.7484741210938, 101.90284729003906, 100.31295013427734, 107.52530670166016))","('key', 0.673159658908844, (1037.2645263671875, 93.25401306152344, 135.38186645507812, 86.19886016845703))","('dice', 0.641796350479126, (668.4014282226562, 15.70029067993164, 63.073123931884766, 27.92449188232422))"
"('face', 0.9860613346099854, (655.2166748046875, 101.64486694335938, 99.90357208251953, 108.77951049804688))","('key', 0.6674180626869202, (1037.4166259765625, 93.71707916259766, 136.76051330566406, 87.14576721191406))","('dice', 0.5525549650192261, (669.9761352539062, 14.873794555664062, 61.48431396484375, 28.14350700378418))"
"('face', 0.9885695576667786, (655.4693603515625, 101.49185943603516, 100.56428527832031, 108.03843688964844))","('key', 0.7140923142433167, (1037.4295654296875, 93.68669891357422, 133.55984497070312, 85.55937957763672))","('dice', 0.4916878640651703, (668.8751831054688, 14.535807609558105, 62.666378021240234, 27.484853744506836))"
"('face', 0.9872638583183289, (656.0236206054688, 100.49500274658203, 100.22116088867188, 107.52530670166016))","('key', 0.6454446315765381, (1037.697998046875, 92.97903442382812, 135.6962432861328, 86.64192962646484))","('dice', 0.4928942024707794, (669.3948974609375, 13.850829124450684, 62.696983337402344, 27.21110725402832))"
"('face', 0.9834556579589844, (655.1038818359375, 100.34309387207031, 102.6541976928711, 107.06689453125))","('key', 0.5295913219451904, (1037.3145751953125, 93.93221282958984, 135.5306854248047, 88.72907257080078))","('dice', 0.5193504691123962, (670.2700805664062, 13.976602554321289, 62.61285400390625, 27.518423080444336))"
"('face', 0.9807307124137878, (654.7081909179688, 100.31768798828125, 102.9365463256836, 107.02769470214844))","('key', 0.5792925953865051, (1037.423095703125, 94.27729797363281, 136.3271484375, 88.20531463623047))","('dice', 0.4312989413738251, (670.1989135742188, 14.066696166992188, 62.5822868347168, 27.24434471130371))"
"('face', 0.9772257208824158, (654.3432006835938, 100.67420196533203, 103.48458862304688, 107.9329833984375))","('key', 0.5847992897033691, (1037.4490966796875, 94.11807250976562, 135.99472045898438, 87.81854248046875))","('dice', 0.3917492628097534, (669.9302978515625, 14.00733757019043, 62.5822868347168, 27.17791175842285))"
